name,left,top,right,bottom,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
phone (1).mp4,361.0,393.0,607.0,1113.0,441.52295,462.55884,456.0096,450.27515,435.23486,452.67395,489.61972,455.84537,0.0,0.0,530.4581,531.1533,423.77924,552.0602,580.45667,566.7439,425.88397,653.6216,514.71106,491.0809,384.19885,742.1578,522.8013,748.4764,457.09708,750.4979,503.60193,894.1089,453.70215,903.36914,507.5282,1054.3433,520.02893,1008.9569
phone (1).mp4,359.0,391.0,611.0,1113.0,441.80832,460.6789,456.95535,448.76392,435.933,450.61148,489.40036,456.10025,0.0,0.0,531.9243,531.64764,419.3286,552.33795,584.7195,563.8406,426.4302,651.0252,517.1238,487.94263,382.55594,737.7122,521.661,749.5397,450.89,750.1384,501.02295,895.4152,434.99243,899.1481,506.85114,1054.7257,512.8536,999.88696
phone (1).mp4,357.0,388.0,615.0,1114.0,442.54224,458.96045,457.32452,446.83698,436.51788,449.3358,488.3045,453.4552,429.0142,460.97424,532.96185,530.1721,415.52698,550.90857,586.19965,563.0529,424.17398,648.61615,519.00305,484.06805,379.60355,737.66956,522.9204,750.23566,448.14066,749.74805,500.69873,898.121,421.89734,896.586,505.21866,1058.8197,508.0579,990.44073
phone (1).mp4,353.0,385.0,620.0,1113.0,443.58243,456.4292,458.06644,443.18878,435.5827,445.79553,488.0177,448.26068,426.012,456.74844,532.77686,525.80804,416.00085,545.7095,591.5547,559.2095,419.6668,648.68427,520.5158,478.29382,374.56543,737.57007,516.3978,751.39355,440.76776,748.6173,495.59015,903.475,413.08548,893.3608,507.8814,1061.0056,479.49622,997.0512
phone (1).mp4,352.0,384.0,621.0,1113.0,442.90265,455.30557,457.2193,441.8318,434.54224,444.26962,486.29205,446.75812,424.49042,455.01965,530.92084,525.7642,414.71863,545.0063,591.8671,558.2691,418.65607,647.7102,521.18384,475.0036,374.432,734.7339,513.19226,752.83203,437.38174,749.72546,494.84406,905.6783,407.63727,895.50244,507.8009,1058.6166,470.32278,999.0084
phone (1).mp4,347.0,383.0,622.0,1112.0,439.95822,453.6814,454.37415,440.33374,431.48264,442.44992,484.76065,445.7265,422.14233,453.82037,530.2907,524.1604,413.00446,543.8232,592.3882,554.25525,413.6264,646.3213,521.1766,473.45312,370.681,734.3641,509.1571,751.7876,431.9871,749.1201,493.93945,902.9983,404.21036,895.8595,507.94144,1055.0386,458.3184,1005.3979
phone (1).mp4,343.0,382.0,623.0,1113.0,439.52795,453.02838,453.99182,439.4193,430.62268,441.31485,484.35364,443.81406,420.31906,451.45343,528.98193,521.9694,411.49847,539.7847,593.9691,556.0869,409.7094,643.4419,521.7442,474.955,368.36536,733.5145,505.15228,749.76385,427.12396,746.7776,492.89117,900.057,400.3288,895.9214,508.25726,1057.0912,443.35907,1013.8211
phone (1).mp4,338.0,381.0,623.0,1110.0,437.80234,450.98798,452.97498,437.8146,426.94528,439.11084,483.8283,444.56775,416.1455,450.39395,525.2309,519.0873,409.08704,539.52374,595.01746,559.71326,402.2898,644.3883,524.62885,475.55682,363.6197,732.54846,500.7113,746.6595,423.28772,744.8283,491.65338,902.8768,400.2663,895.31305,508.49963,1060.1465,423.46912,1026.7041
phone (1).mp4,324.0,378.0,621.0,1113.0,433.63452,447.51813,448.03894,434.4246,421.5235,435.58252,476.83533,442.4571,408.39032,448.72583,522.96655,521.2756,401.5125,536.5516,593.1571,562.7508,392.6969,644.77686,520.7568,470.8452,354.32745,734.1718,497.95947,749.0803,415.5466,746.10815,490.06873,900.1211,392.41418,902.8654,504.72552,1059.6113,399.54446,1054.719
phone (1).mp4,311.0,376.0,617.0,1115.0,429.22623,447.9049,443.34622,434.4614,417.18933,436.0338,472.64655,441.25085,403.63376,448.6856,519.26416,520.9993,398.11752,534.2506,591.38245,563.19995,386.35486,642.52386,518.26495,478.09753,348.91895,739.306,493.00018,749.7702,409.6632,746.9669,487.88043,900.66943,391.26538,910.79553,504.19894,1064.3262,383.33322,1064.2694
phone (1).mp4,301.0,377.0,615.0,1116.0,425.2229,448.41733,439.90842,435.68857,413.6684,436.62817,469.34592,443.17667,399.62668,448.8405,513.68665,521.1832,393.05795,534.0769,588.7301,563.278,379.2702,643.8968,510.62238,475.62372,341.62042,743.1507,489.48096,752.25366,405.41235,749.76135,485.80762,900.60205,388.44095,914.91486,501.7749,1065.4248,366.33875,1066.2817
phone (1).mp4,294.0,377.0,612.0,1116.0,421.7187,448.36816,436.25092,435.90356,409.5622,436.5905,464.04596,443.41342,393.8867,448.36194,507.20718,521.6014,387.13834,533.1979,584.641,565.3263,372.872,644.426,510.71405,478.18497,335.06592,745.45886,486.54193,755.7051,402.1089,752.80054,483.56955,903.92224,385.04395,917.1608,499.68463,1066.7081,354.83356,1067.4141
phone (1).mp4,292.0,379.0,610.0,1119.0,415.70068,450.90332,430.83624,437.81683,403.05865,438.1408,459.68774,444.4298,386.9688,448.9314,502.9416,522.01294,381.43094,534.9259,581.2681,565.1942,366.11975,648.3738,507.17773,480.73297,326.08502,749.5211,482.75162,758.72394,397.3213,756.4689,480.10284,904.1543,380.5112,918.40784,499.45312,1064.9089,351.35767,1070.3132
phone (1).mp4,288.0,379.0,601.0,1132.0,405.93457,450.67868,420.75833,437.69458,392.49408,437.9688,446.36746,446.11957,375.73087,449.2609,490.53662,520.1614,363.6101,538.6738,574.6157,564.44556,351.41968,651.09094,495.62598,477.28345,312.30658,752.0259,472.9324,760.8329,382.88754,760.8474,475.15933,910.1654,358.89725,920.99695,495.80887,1063.9496,334.49005,1071.6887
phone (1).mp4,286.0,377.0,595.0,1140.0,398.24756,448.55292,413.37897,436.67657,384.86725,436.45514,439.60406,446.96436,367.93716,451.20673,483.32922,524.8025,360.02463,539.3387,565.2827,558.1662,338.83163,650.62054,489.3047,473.8136,307.87015,759.5238,463.93243,762.01074,380.45947,762.0639,466.06046,910.7373,366.63782,924.9374,492.51575,1060.783,345.2541,1082.4058
phone (1).mp4,285.0,372.0,589.0,1140.0,392.28558,445.37128,406.7594,432.4844,377.82104,433.50555,432.66833,441.84622,360.45886,449.13452,477.60638,521.1362,354.0312,536.3645,558.1009,557.4502,332.65048,647.3967,487.48013,473.8476,305.8392,756.1525,457.31183,759.2603,373.6728,759.7875,459.74744,909.33307,362.71832,923.4767,490.89423,1060.1826,344.85034,1081.8147
phone (1).mp4,282.0,364.0,582.0,1140.0,386.018,442.58838,399.49683,428.2369,371.3389,429.82214,422.62604,436.31305,353.11166,443.93042,470.56262,518.7085,344.131,531.3901,550.03766,558.21185,327.85266,648.5923,482.29083,463.41254,303.22015,753.78815,453.18597,758.66144,364.5476,758.7738,455.29352,908.32416,362.64453,925.9546,490.81372,1056.6854,349.04608,1077.8024
phone (1).mp4,279.0,360.0,576.0,1140.0,379.01825,439.16187,392.5191,424.24896,363.77142,425.94507,415.58087,431.61884,345.1487,439.66534,464.5537,513.9897,336.23306,528.00146,544.0518,553.8438,320.42432,647.02637,473.2234,463.61636,297.85098,750.39417,447.24966,754.1856,357.77335,754.9144,449.79205,908.6139,358.38513,925.3595,486.7176,1053.6456,349.01944,1077.481
phone (1).mp4,271.0,355.0,573.0,1140.0,369.29266,430.42154,383.87613,416.64124,353.1286,417.30066,406.1185,426.22714,331.64453,432.9005,454.0696,508.10385,321.6301,525.0049,541.514,541.323,303.39404,640.45734,470.1458,458.66852,289.40033,758.3739,440.87323,749.70435,353.23364,752.7053,441.50977,902.65247,352.24066,923.8724,476.0443,1039.078,342.98938,1080.25
phone (1).mp4,265.0,351.0,570.0,1140.0,365.5625,429.60324,380.0562,415.02325,349.36935,415.82074,402.13428,423.01392,327.72546,429.97485,450.49695,506.04556,316.915,523.53326,539.34424,540.6305,297.25912,640.7805,465.7781,458.9879,283.97742,759.00745,436.02185,747.8884,348.54578,751.1236,437.8135,901.8463,349.40442,923.4692,469.2702,1039.9834,341.94284,1080.9457
phone (1).mp4,259.0,349.0,568.0,1139.0,363.78214,425.91394,377.72955,411.78094,347.31882,412.5713,398.35712,419.8254,325.07672,426.93658,448.4306,503.70978,312.38287,520.136,536.6137,537.58167,291.12683,634.96277,465.08414,456.76648,276.66382,753.11774,434.2045,746.85394,345.84875,749.6382,433.58405,901.2819,347.70462,922.00757,458.1015,1038.514,342.0387,1080.2277
phone (1).mp4,252.0,347.0,567.0,1140.0,361.29205,422.95752,375.89676,409.37225,345.02277,409.7547,397.4422,418.734,322.8674,424.63074,446.71262,504.61804,308.69785,518.65454,533.6087,539.2072,285.47327,630.0497,464.34442,457.31635,271.91293,749.52,432.6704,745.8265,343.56635,748.208,431.61072,900.466,347.77048,922.5045,448.66507,1041.3386,341.07343,1079.3993
phone (1).mp4,246.0,344.0,565.0,1140.0,359.68164,420.68585,374.57043,406.90768,343.44058,408.0457,396.85498,415.3744,320.64175,422.53317,445.47272,501.42856,305.27502,516.60077,531.5857,540.8223,283.10434,629.90686,462.11526,457.15155,266.17343,744.26855,430.34778,743.11237,339.97443,745.359,428.16528,901.2039,344.68884,921.68396,437.82867,1054.8402,339.26105,1078.3875
phone (1).mp4,231.0,339.0,562.0,1149.0,358.12146,418.5636,373.99347,404.93335,342.1521,405.8954,395.99957,413.09372,317.33716,418.18332,441.1962,499.12708,297.1876,512.6101,533.6686,550.65955,275.75912,628.701,467.23343,455.28064,256.09247,736.5083,425.8183,748.0624,333.82648,748.9016,423.63428,911.14105,340.19598,925.5065,427.29596,1078.3672,338.275,1082.0845
phone (1).mp4,226.0,339.0,562.0,1156.0,357.7651,417.42157,374.05298,403.8024,342.4549,404.5546,395.76465,412.35382,317.39365,416.47412,438.8977,499.05753,294.90588,512.4935,533.1397,551.63367,273.50385,629.92535,465.67108,455.31445,250.3704,735.0607,422.55588,749.90295,330.6386,750.2111,421.60522,914.01196,337.1787,925.665,426.31494,1089.3074,336.9418,1083.8838
phone (1).mp4,220.0,338.0,563.0,1163.0,359.32745,415.94604,375.7387,402.74625,344.22308,403.3283,397.15512,411.8475,318.98807,415.4847,439.53094,498.57684,294.54816,510.39862,533.2521,551.6929,271.1057,627.01154,467.45172,454.82812,242.88904,733.3636,420.5639,752.8671,327.838,751.75256,418.7033,921.2049,334.81998,928.45776,424.48608,1099.8927,335.24554,1087.4402
phone (1).mp4,213.0,337.0,565.0,1170.0,361.06366,415.14386,377.28192,401.8699,345.93243,402.5983,397.6784,410.65192,320.08603,414.452,439.79224,498.96625,294.6817,509.49252,535.9573,555.43994,269.03387,625.56116,468.26733,457.83856,238.25487,732.93695,420.2134,755.755,327.77518,753.79333,416.787,925.9909,334.06317,931.6042,423.2991,1103.9528,334.12772,1086.0662
phone (1).mp4,208.0,336.0,567.0,1168.0,363.45856,413.5525,380.16962,400.52518,348.80484,400.70746,400.53003,410.4257,323.2558,412.80258,440.50415,499.21555,296.0417,507.6307,535.5463,556.8293,267.54532,623.25916,468.24747,459.06354,233.13812,730.53796,417.88507,756.6083,326.0526,753.2591,412.82657,928.9202,332.65878,931.0743,424.01944,1109.3696,334.63834,1086.6193
phone (1).mp4,199.0,335.0,571.0,1173.0,370.6147,411.9254,388.51,399.9406,355.7851,399.0423,408.35925,413.3407,329.13745,413.15723,444.7895,503.95392,297.77368,508.96515,538.22485,565.91077,264.9858,627.33746,480.23303,464.25192,225.6792,735.351,418.4478,762.2334,325.10815,757.4999,411.50122,935.04785,332.825,935.10486,423.9101,1114.3071,334.94812,1088.9645
phone (1).mp4,197.0,334.0,573.0,1181.0,373.75076,412.69125,391.84415,400.3874,359.29,399.60883,413.20355,412.94513,333.56873,412.98724,448.7982,505.00644,301.25214,508.84174,540.08466,570.5132,263.24313,628.69006,487.05185,467.09354,222.9055,738.9916,419.2706,765.3342,325.76355,760.16187,413.38934,939.31665,333.12933,938.9833,425.35455,1117.5032,335.4896,1088.1953
phone (1).mp4,196.0,334.0,574.0,1191.0,378.3695,412.4524,396.77527,400.34894,364.2613,399.07782,416.71967,413.83038,337.44943,412.20996,449.77014,507.43835,302.28406,508.667,541.81604,571.7385,266.2779,625.9162,489.90558,464.36435,223.09854,737.36365,418.42374,768.5215,324.86487,761.96136,414.30664,943.8292,330.9601,940.91296,425.87872,1123.6812,336.10977,1089.548
phone (1).mp4,196.0,332.0,577.0,1203.0,381.3457,410.80725,400.75333,398.49512,368.04498,396.7599,422.37442,411.70523,341.82263,408.55432,452.92245,508.03094,304.7372,508.06357,543.6841,575.43475,266.12634,629.1129,493.9562,465.01923,222.14099,744.3982,421.76556,772.56494,328.01654,765.23895,418.62628,950.2433,331.34204,944.7429,426.1299,1130.8071,337.36386,1084.3174
phone (1).mp4,196.0,330.0,581.0,1204.0,384.5417,408.13266,403.65738,395.1977,371.5589,394.2188,426.03534,407.09464,345.92053,405.51077,458.46692,505.4101,308.38043,505.65118,548.1561,579.8485,267.0882,630.19293,497.06497,465.71527,221.84834,747.8865,425.92786,773.39185,331.15387,766.16614,419.25287,949.8697,328.74017,947.28577,426.2177,1128.3944,337.91632,1080.9165
phone (1).mp4,204.0,323.0,584.0,1203.0,388.59528,399.8529,408.64008,387.32446,376.33838,386.14435,432.20242,399.90207,350.5335,397.40488,463.6204,497.98773,311.18414,498.12897,553.26086,575.1213,274.0037,624.6975,501.17175,461.5556,230.10855,747.458,430.61584,769.5901,332.9437,761.92804,421.18127,947.34686,321.93524,945.7055,428.1038,1126.979,333.19507,1069.5206
phone (1).mp4,210.0,319.0,587.0,1204.0,390.91177,396.37244,410.89526,383.74033,378.17078,383.33423,433.2705,396.68634,350.23114,395.29312,464.62253,496.52362,310.24115,496.3568,557.4957,571.1116,277.94647,618.41254,505.36298,455.9243,235.16542,746.0276,433.39224,770.7539,333.99896,762.29913,423.2025,952.7382,319.37488,947.83997,429.3654,1131.1025,333.48816,1061.4229
phone (1).mp4,215.0,315.0,589.0,1204.0,389.31177,393.95868,409.61728,381.11072,376.98322,381.31168,434.15652,393.58356,350.29614,393.64026,466.63907,492.3714,310.99664,495.63144,559.41516,564.8034,280.52176,619.4303,505.69235,449.73676,239.71696,745.9696,434.5271,771.2975,333.70233,763.5165,423.00403,953.6168,315.9885,947.8889,430.10577,1132.6868,333.95007,1053.948
phone (1).mp4,220.0,312.0,591.0,1205.0,389.7575,391.86884,410.35822,378.6054,377.02118,378.87454,435.6351,390.55164,349.97946,390.9731,469.7046,489.46954,311.53055,492.32635,563.2083,562.48096,284.18817,616.8992,507.0055,445.4359,243.21945,750.33044,434.66315,769.4522,332.06866,761.0066,421.63138,952.69714,312.04465,946.2925,430.49518,1133.9617,335.6655,1055.6064
phone (1).mp4,224.0,308.0,595.0,1206.0,387.25534,389.90472,407.91907,376.4642,374.31696,376.39163,434.48813,388.9313,348.67157,389.3856,472.8451,487.78757,312.14172,492.671,565.8184,557.00226,286.58508,620.5165,504.85117,442.0027,247.29132,753.224,436.18024,767.8783,332.17975,759.125,420.61786,952.088,309.12958,941.9757,430.37024,1134.1392,337.60126,1062.4924
phone (1).mp4,231.0,300.0,598.0,1206.0,384.79645,385.07794,404.74854,371.38116,371.0561,370.63132,430.0643,384.04587,346.07608,383.97632,472.46332,482.80646,311.93988,488.0959,566.3114,552.8867,289.48798,622.4049,504.13422,437.14948,254.59286,754.16284,434.5578,763.413,330.66382,755.453,419.43103,947.36597,308.52533,942.21204,429.11142,1136.3123,333.39044,1092.2949
phone (1).mp4,233.0,297.0,599.0,1206.0,382.40753,385.12555,401.84317,370.83868,367.9237,370.08795,427.4297,382.6706,343.51343,383.3909,473.05252,481.63654,312.01654,487.998,566.5824,549.15515,288.72028,622.55444,500.46542,435.0977,257.38486,755.32184,433.7992,763.33514,329.89896,756.2998,419.86127,946.5127,310.21432,945.1738,428.21585,1138.676,331.4358,1112.6688
phone (1).mp4,237.0,294.0,598.0,1210.0,380.08252,383.05243,400.38202,369.10733,364.563,366.93262,425.211,383.97778,339.27127,381.92755,471.06287,483.66492,308.96387,488.29388,567.06445,548.25665,287.29233,624.13995,498.90125,430.00818,260.20853,757.60815,432.82507,764.5879,328.08356,757.45685,418.48032,947.9449,311.4574,949.0503,429.8192,1143.8441,326.2426,1134.7832
phone (1).mp4,240.0,292.0,598.0,1228.0,376.38672,383.9228,395.5639,368.51303,360.6677,366.88937,420.8376,381.30768,336.75952,379.36005,468.31778,481.115,305.7543,487.7177,564.84216,546.77484,287.1585,631.09656,497.5557,434.0506,257.83292,762.0767,433.89252,764.4049,325.55588,760.51636,422.3618,948.4636,316.89926,957.16095,431.6112,1148.2163,319.82635,1150.6206
phone (1).mp4,239.0,292.0,597.0,1234.0,372.61066,383.9406,391.7641,368.53418,356.6988,366.87863,417.93164,381.6897,333.15903,379.5526,464.92896,483.0237,304.0593,488.90247,563.5986,547.17804,281.9829,630.8858,496.2996,435.30835,258.50854,763.70703,432.385,766.23364,325.2591,762.8265,422.464,950.3901,319.37955,961.89606,429.88757,1149.3694,310.0398,1156.9077
phone (1).mp4,228.0,288.0,593.0,1234.0,362.14883,382.4032,381.26688,367.01703,344.70477,365.64948,407.19992,379.3947,318.79944,380.68243,458.2611,483.25662,297.2445,491.3589,561.23315,545.1773,271.31274,637.59375,488.48447,437.38397,251.75642,781.46906,427.93805,771.02124,324.32925,767.8942,416.8595,957.945,322.8836,973.6345,424.605,1144.8438,305.93726,1168.6743
phone (1).mp4,222.0,288.0,590.0,1253.0,356.3452,383.00565,375.7561,367.59787,337.96204,365.80536,401.0481,380.6769,310.83923,381.2793,453.209,484.95874,290.5704,493.42963,558.64954,543.6582,267.5123,636.96545,487.31342,439.43564,244.57959,779.3069,426.37125,775.28235,321.56152,772.7177,416.51523,963.7846,320.89026,980.50574,423.61462,1145.4316,304.1189,1177.1614
phone (1).mp4,215.0,287.0,587.0,1270.0,350.41562,381.4075,369.52673,366.00153,331.82895,364.55484,395.0258,379.5497,304.92615,381.3575,449.52704,483.84302,283.04657,495.63547,552.9186,538.6398,258.4737,642.5344,480.15802,437.2415,238.08257,790.86206,423.0163,777.19104,315.65323,776.44604,415.99487,966.17065,319.11743,985.36084,422.7637,1145.876,304.6154,1185.0925
phone (1).mp4,203.0,283.0,583.0,1277.0,343.13858,378.63605,361.8852,362.52393,324.4176,360.97504,387.37665,374.5265,297.7638,376.4923,445.73822,480.1766,275.44733,492.35275,551.74054,536.43445,249.46399,641.0281,473.06677,435.3766,228.87079,789.0553,419.61865,777.64185,310.1192,777.5586,414.58804,969.297,314.16248,991.2043,422.92584,1140.2751,303.41687,1190.6968
phone (1).mp4,194.0,274.0,580.0,1277.0,337.76816,373.67548,355.9745,357.19647,317.77295,355.3798,379.04068,369.42892,289.0731,371.1959,438.8125,477.2211,266.2717,488.18115,545.47186,529.22925,241.33278,634.1309,470.41925,429.45422,217.042,786.437,414.86578,777.3032,303.95386,777.2013,414.13464,969.87695,311.5522,989.9973,423.05667,1132.7186,304.9721,1191.8215
phone (1).mp4,168.0,260.0,574.0,1277.0,326.11218,363.47656,344.07184,345.38123,305.55307,344.34586,368.44702,355.55255,277.07764,359.1792,432.82642,467.43213,252.18352,478.22864,538.4453,525.3187,223.6623,629.6593,464.4654,410.145,192.44719,781.50024,408.35394,768.8817,291.78378,769.9734,420.5364,968.6188,304.30157,992.4747,428.22644,1129.2073,307.152,1193.9033
phone (1).mp4,154.0,257.0,572.0,1277.0,321.37952,360.829,339.04962,342.5155,300.7019,341.36893,363.82315,351.59802,273.02606,355.50897,430.13928,464.00418,247.88553,476.00034,535.5344,517.8445,212.45615,625.60046,463.36267,403.16113,180.01743,775.175,407.74475,769.8382,291.02264,772.4991,420.0907,967.09595,304.79974,995.2207,425.52454,1116.2446,308.063,1191.4431
phone (1).mp4,141.0,253.0,571.0,1278.0,318.35242,354.87955,336.0459,336.57037,296.8278,335.03604,360.16718,346.5098,268.0738,349.8694,427.24768,461.13034,242.15448,471.5318,532.4086,513.8772,204.41006,618.13055,465.9061,401.7055,166.51254,769.48157,405.22424,769.0216,287.0372,772.016,420.14822,963.57916,303.94403,993.8064,422.9925,1104.6536,308.13568,1190.6995
phone (1).mp4,128.0,248.0,570.0,1278.0,316.24695,350.4756,334.49976,332.5143,294.18323,331.0014,358.41968,341.6555,263.7968,345.60968,425.62308,458.00198,235.8728,467.66583,532.6499,516.34106,192.29422,617.4491,456.12122,396.9621,156.6036,769.9823,400.49512,771.54517,282.36383,773.58636,420.5296,965.8171,299.11554,995.59143,413.22736,1106.2225,302.63898,1194.7195
phone (1).mp4,113.0,244.0,566.0,1278.0,314.16913,347.10342,332.6128,329.6956,292.03516,328.02255,356.57733,339.80933,261.41727,343.2979,422.82214,456.31815,232.52298,463.7101,527.41284,514.8959,184.21619,609.98694,454.6761,394.63998,146.4277,763.97144,399.46875,770.1952,281.2311,771.65295,417.22638,966.8196,301.57214,995.6995,410.06873,1109.4976,303.5926,1193.7476
phone (1).mp4,89.0,235.0,564.0,1278.0,311.06714,340.54916,329.6167,323.21768,290.55148,322.43408,352.01788,332.14645,258.18463,335.6316,413.84656,449.89398,224.0294,455.67325,523.3076,518.37354,170.71674,599.77026,451.55585,391.998,125.14694,748.03296,395.60806,765.1769,279.48267,765.97156,406.68585,967.55164,300.60394,996.0291,395.69373,1143.3208,305.86218,1193.8887
phone (1).mp4,82.0,231.0,563.0,1278.0,310.55658,337.39966,329.90677,319.87158,290.04758,319.3159,352.49945,329.25684,256.68594,332.5725,411.7803,447.89896,221.67151,453.04926,523.34595,517.01904,166.60588,593.1626,450.21143,390.86145,117.796005,733.4414,393.21213,766.15216,277.55493,765.488,399.57825,976.1726,299.50275,998.40765,389.4742,1168.6732,305.31906,1198.745
phone (1).mp4,73.0,230.0,562.0,1284.0,309.23083,337.90002,328.38782,319.2636,289.45303,319.3604,350.33798,327.68994,255.4503,330.6729,407.79163,446.3194,216.71553,451.29706,522.9326,517.1833,159.46751,590.62415,459.28186,388.33932,104.56707,727.4693,391.88293,764.5731,273.72925,765.19055,390.40228,979.84717,294.96475,1000.72375,388.13873,1193.5499,305.4387,1203.1787
phone (1).mp4,68.0,228.0,564.0,1306.0,309.04047,335.5067,329.4084,316.99823,289.49988,316.93884,351.64514,327.27704,254.67705,329.1905,406.13397,448.39902,213.81615,452.16714,525.8062,520.6233,155.94484,589.51465,460.46967,390.9387,99.843864,723.2335,388.25006,770.20404,269.89,769.1355,382.85657,988.7739,291.6986,1002.631,382.061,1212.65,304.20532,1200.4603
phone (1).mp4,63.0,228.0,566.0,1321.0,309.27505,333.97028,329.70932,315.1004,289.68045,315.93097,352.63672,325.46796,255.16328,329.01306,406.5175,449.21704,214.49222,452.00098,526.67596,520.53925,155.3567,584.51025,462.07626,388.02588,97.7707,715.2899,384.8376,774.22156,266.67084,770.95264,377.24222,1000.5702,287.35413,1005.009,376.45093,1230.3986,301.86517,1195.9299
