name,left,top,right,bottom,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
running (1).mp4,56.0,17.0,105.0,103.0,102.80724,28.02858,0.0,0.0,101.88647,26.409378,0.0,0.0,97.52978,26.443893,91.23374,34.711662,92.21588,35.73874,85.59714,45.740498,87.20049,47.294838,89.737495,55.411118,87.48075,57.23153,78.78497,59.718056,80.8121,60.536087,80.33615,78.30208,86.46337,81.23136,62.189835,85.82674,78.86986,99.27084
running (1).mp4,67.0,17.0,110.0,102.0,0.0,0.0,0.0,0.0,107.12249,26.834541,0.0,0.0,103.217,26.691734,94.251335,34.751747,97.88013,36.514355,0.0,0.0,93.015915,49.000843,0.0,0.0,95.415016,58.752922,84.0526,59.82522,86.357925,60.692703,88.82196,77.979004,89.59191,80.01677,74.06463,88.689865,77.56636,94.23828
running (1).mp4,74.0,17.0,116.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.037575,26.243359,104.12281,35.047585,101.21064,35.114887,100.137375,46.26715,98.03073,46.716793,0.0,0.0,107.004776,54.14892,94.24203,59.040436,91.51034,59.62287,100.16525,75.70705,92.810974,79.87963,87.52031,88.94844,81.64659,97.16211
running (1).mp4,75.0,15.0,122.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.485855,25.83936,109.45572,34.281647,108.26284,32.511826,107.226364,44.304092,95.95353,42.309433,0.0,0.0,98.57684,52.931965,98.704926,58.369133,99.9667,57.476517,96.68521,77.50267,108.51174,75.06903,83.18905,93.47006,93.470345,91.44676
running (1).mp4,78.0,14.0,127.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.26981,24.499607,112.58421,31.555723,114.78488,32.02235,105.70594,38.99066,102.60245,40.42863,0.0,0.0,107.45534,48.0604,102.553024,57.42193,106.52952,57.15731,98.33479,77.389366,114.857635,73.45732,85.30615,91.14882,109.50126,91.70334
running (1).mp4,82.0,13.0,133.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.15729,23.174099,120.63613,31.17828,119.28556,30.2565,114.929756,39.764565,106.26771,38.593147,123.526764,46.232483,108.86823,45.807297,111.49749,55.93347,113.17885,55.826996,105.56906,74.35094,119.10315,73.89772,91.054115,88.76307,112.54738,93.40584
running (1).mp4,87.0,13.0,140.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.30598,23.423393,124.20671,29.921078,125.185905,31.18129,114.28427,37.60184,116.03949,39.95105,123.870186,45.325512,121.97109,45.293274,115.76958,55.089287,119.41795,55.524315,110.957756,74.332985,127.04954,73.084,94.206154,86.93955,130.7957,92.57972
running (1).mp4,91.0,14.0,146.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.69531,24.157997,126.91829,31.18374,131.46121,32.07282,120.18175,39.670948,118.91422,40.53685,0.0,0.0,128.70647,47.178623,124.93189,56.196934,124.611046,57.238853,131.59503,73.93193,117.551315,75.315216,136.76234,91.23041,96.48818,85.77202
running (1).mp4,97.0,16.0,150.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.71236,24.597546,135.67741,32.959545,134.19069,33.54094,125.072495,40.826496,125.225716,43.345642,133.29002,48.58241,129.90225,50.155846,128.86864,57.22924,130.92314,57.489044,124.14592,76.49279,136.68527,75.74614,103.40025,83.28666,141.26247,94.632965
running (1).mp4,105.0,17.0,155.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.95757,25.659933,137.30939,35.77812,142.95125,36.188835,127.100555,44.783512,140.09859,48.040573,133.9526,51.90189,145.94273,55.777878,132.11409,59.91034,138.05219,60.295876,132.40161,77.84775,143.085,77.31535,112.98912,81.98281,145.46344,93.750374
running (1).mp4,130.0,19.0,159.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.1182,29.093636,139.78214,36.710243,149.44434,38.44802,132.93855,47.147057,147.97755,50.4423,138.16187,53.82912,150.9183,57.222805,138.30762,60.258846,144.68318,61.458206,143.1403,74.71164,146.23203,76.9435,143.80405,89.61109,146.31348,94.22343
running (131).mp4,119.0,19.0,160.0,104.0,122.49976,29.577957,124.106415,27.67913,0.0,0.0,128.50392,27.961037,0.0,0.0,132.66867,37.109604,128.8862,37.986904,137.50243,50.418137,133.33615,48.623344,130.76907,56.094833,126.88268,55.037415,137.24529,63.365776,136.3254,63.27916,128.65971,82.91587,137.60771,83.181526,137.21985,101.21297,156.24544,90.755486
running (131).mp4,114.0,18.0,152.0,104.0,118.46635,28.979103,119.94326,26.954987,0.0,0.0,123.82997,27.217106,0.0,0.0,128.496,35.953056,124.36987,36.663704,134.10309,49.06202,128.68552,48.92324,123.995895,53.49558,120.570305,53.83943,132.57571,62.85773,130.16716,62.542015,125.957146,82.0927,127.57196,81.80707,140.09485,98.629715,141.08907,95.06423
running (131).mp4,109.0,16.0,140.0,106.0,112.771576,27.453674,114.261795,25.49517,0.0,0.0,118.64966,26.09452,0.0,0.0,123.492195,35.292015,119.486595,34.818657,128.11899,50.07123,121.93368,47.51627,118.32452,51.63953,114.91313,51.288406,127.90707,59.684578,125.65006,59.144447,121.131355,80.499016,123.238754,80.61265,136.14413,98.35581,134.62494,97.53
running (131).mp4,104.0,15.0,140.0,106.0,107.59124,24.93615,108.8987,23.088379,0.0,0.0,112.87157,23.623615,0.0,0.0,117.82841,31.556717,114.43806,33.28337,123.61689,44.43833,116.35573,45.678238,115.547134,49.380623,109.47944,48.730927,121.78692,57.55635,120.80796,58.000793,111.89023,78.55794,121.56865,81.102295,124.95158,97.946014,134.46057,98.221375
running (131).mp4,98.0,12.0,137.0,106.0,102.15506,23.787846,103.38081,21.90004,101.94997,22.076103,107.74783,22.413837,0.0,0.0,113.78052,29.888142,108.3241,32.03341,122.394775,40.296894,112.00583,44.58927,117.64281,47.81724,105.36467,46.757698,116.77381,56.493397,111.6475,56.51024,116.792564,77.961205,106.42623,78.41737,132.36913,95.76842,110.31377,98.25329
running (131).mp4,88.0,11.0,133.0,104.0,97.0941,23.092964,98.24528,21.254509,96.40608,21.390686,102.79779,21.750832,0.0,0.0,107.6905,29.378136,103.826775,31.137749,115.81676,39.41278,105.959045,43.089005,108.9212,46.175186,100.56742,45.424988,110.14569,55.89113,105.54606,56.25587,113.25215,76.37104,100.69401,77.07323,129.29068,92.38164,96.116455,97.29709
running (131).mp4,79.0,12.0,128.0,103.0,91.45595,22.40657,92.38201,20.701904,0.0,0.0,96.7244,21.587502,0.0,0.0,101.510284,29.405586,99.47162,30.844433,110.130325,40.76152,100.77228,43.084366,104.978516,47.73889,94.575455,45.423027,103.84088,56.73294,100.50654,57.404686,106.72492,75.98682,93.99041,77.60511,122.76694,89.79119,88.40329,95.53886
running (131).mp4,72.0,11.0,123.0,103.0,85.19287,23.109417,86.55299,21.539173,0.0,0.0,91.23754,20.816223,0.0,0.0,97.816055,29.975933,89.90247,31.723541,104.346245,41.18476,95.09815,42.57012,95.622574,47.95781,88.275215,47.123543,96.43995,56.69846,94.02689,56.68253,87.17004,78.51695,100.73388,76.47023,79.97249,96.81506,116.44247,87.10089
running (131).mp4,65.0,13.0,118.0,104.0,79.63849,24.559647,80.957275,22.923714,0.0,0.0,85.94503,22.351238,0.0,0.0,92.36327,31.472641,84.063995,33.78208,97.58185,43.61425,89.41917,44.713554,91.37806,49.80227,81.720894,49.22795,90.32493,57.77661,87.91881,57.811337,80.14652,78.51464,91.96431,78.0703,72.78398,98.42207,111.07386,86.25601
running (131).mp4,62.0,14.0,110.0,105.0,74.20664,25.180542,75.48834,23.309887,0.0,0.0,80.26052,23.042171,0.0,0.0,85.16188,32.74507,79.65011,34.66057,89.827675,47.037678,83.13307,46.40895,82.182014,53.585083,75.70423,52.198673,83.06321,60.797077,82.40337,60.422215,71.38078,78.84662,83.502304,79.6649,71.388824,99.88435,103.310745,87.40839
running (131).mp4,61.0,16.0,90.0,105.0,69.20967,26.46191,70.36238,24.628075,0.0,0.0,74.91162,24.557224,0.0,0.0,80.05406,33.82882,76.08876,34.106827,85.7148,48.526054,0.0,0.0,75.49457,55.649597,0.0,0.0,77.87405,61.460766,77.18494,60.065525,65.89022,79.38831,75.08599,77.42004,71.76305,100.466995,86.63525,91.72451
running (131).mp4,58.0,16.0,89.0,105.0,64.29255,26.679039,65.391464,24.67353,0.0,0.0,69.68021,24.596035,0.0,0.0,73.208954,34.707493,73.66057,35.132088,75.18548,50.408836,76.96502,47.9683,67.36955,55.69929,0.0,0.0,72.85913,62.584625,74.12557,61.505955,62.127506,81.474365,67.65149,78.9732,71.68652,100.2641,84.62917,86.94771
running (131).mp4,53.0,15.0,82.0,104.0,58.906174,25.503899,60.226265,23.332916,0.0,0.0,64.76241,23.678268,0.0,0.0,66.62696,33.951332,68.96016,33.980606,67.78826,49.79501,0.0,0.0,60.54126,52.36901,0.0,0.0,66.68478,62.086765,68.53728,61.17166,57.82204,80.4716,62.513496,79.510376,71.382164,98.78246,76.31497,90.04352
running (131).mp4,47.0,13.0,77.0,104.0,53.782364,24.504425,54.476837,22.332867,0.0,0.0,58.01313,22.586723,0.0,0.0,60.90784,32.410618,65.72178,31.471123,62.618073,48.06732,0.0,0.0,54.82659,48.699863,0.0,0.0,60.666122,60.928856,63.546154,60.018448,53.840714,79.37761,56.83547,79.54106,71.063065,97.03442,68.109184,97.774796
running (131).mp4,41.0,12.0,76.0,105.0,48.49437,23.580101,49.391937,21.374123,0.0,0.0,53.24089,21.263088,0.0,0.0,56.064087,30.648514,60.083855,30.249435,57.73127,46.828842,63.880383,44.6673,50.348465,45.948433,0.0,0.0,55.503815,59.322426,58.574112,58.673798,46.764877,78.41493,53.75551,79.93647,63.90049,97.29437,68.19075,98.16438
running (131).mp4,32.0,11.0,75.0,105.0,43.420654,22.273018,44.14702,20.312057,0.0,0.0,47.11022,19.45208,0.0,0.0,50.24731,28.487137,53.945614,28.57563,52.814117,44.295246,63.05306,41.299454,45.09339,44.486656,56.879475,45.933784,49.51741,57.116688,53.164257,57.23703,39.876976,76.16373,51.75165,80.6876,44.32578,96.56157,67.44347,96.76581
running (131).mp4,20.0,11.0,70.0,104.0,38.80821,21.611382,39.193237,19.802982,0.0,0.0,42.679268,20.020958,0.0,0.0,44.865517,29.088402,52.643826,27.151833,49.07596,43.289257,57.575294,41.891228,39.73107,43.870983,50.986656,46.329124,44.49807,58.2827,46.97717,56.18175,44.5748,79.87614,36.726677,75.11835,64.595505,93.745544,29.402048,92.9053
running (131).mp4,14.0,11.0,64.0,102.0,33.876293,22.563786,34.59224,20.541328,0.0,0.0,38.006226,20.005058,0.0,0.0,39.616425,28.951958,45.216465,28.668617,40.293655,42.184216,51.93407,41.168213,35.499306,43.39728,48.615772,46.7643,38.96293,56.964306,41.667267,56.04755,36.230568,77.73429,36.537262,77.86127,46.542557,92.64551,43.09329,90.28934
running (131).mp4,12.0,12.0,59.0,100.0,29.048891,24.140774,29.9344,22.318401,0.0,0.0,33.598404,21.520638,0.0,0.0,36.125446,31.62138,38.91009,31.03624,35.034058,45.588486,47.16805,40.16163,30.677416,46.73541,0.0,0.0,33.726265,58.02659,37.15575,57.88877,24.453627,76.12696,35.366745,79.54448,19.422052,93.72296,50.544117,90.03183
running (131).mp4,9.0,15.0,51.0,100.0,24.77465,25.098305,25.54769,23.413788,0.0,0.0,28.972996,22.679344,0.0,0.0,30.89749,31.780571,32.738464,32.06313,29.179403,46.147923,40.151184,42.7106,23.812904,48.895447,0.0,0.0,28.528667,59.24739,31.137592,59.178146,19.228897,75.68748,27.788326,80.27244,14.242466,94.25545,41.80184,89.268745
running (131).mp4,7.0,16.0,42.0,100.0,22.854551,26.556732,24.492994,24.575432,0.0,0.0,27.92648,24.022484,0.0,0.0,29.63221,33.199703,24.476376,35.085495,34.201572,46.917404,28.958088,46.534973,30.034805,52.31044,0.0,0.0,26.056067,60.59327,24.703613,60.962524,14.759204,76.38544,20.790592,81.16363,13.4017515,95.30017,35.10594,88.81404
running (132).mp4,7.0,20.0,62.0,104.0,58.940426,31.598892,0.0,0.0,58.173893,30.115974,0.0,0.0,54.046955,29.770523,49.16178,37.98858,46.751408,37.60721,0.0,0.0,37.180096,49.11753,0.0,0.0,31.13356,59.382507,33.975548,61.983414,34.606674,61.36245,32.699898,81.79588,41.89922,79.57094,14.1288395,90.509514,36.3282,99.196175
running (132).mp4,15.0,20.0,65.0,104.0,0.0,0.0,0.0,0.0,62.424774,30.140663,0.0,0.0,58.565712,30.165821,50.81485,37.863403,52.23442,39.116962,0.0,0.0,48.17153,50.690723,0.0,0.0,48.969368,60.99078,36.861816,61.45883,38.476406,61.795578,40.860306,80.41567,42.858368,81.12198,23.822378,91.56878,36.447376,98.50297
running (132).mp4,24.0,20.0,70.0,104.0,67.666985,31.204107,0.0,0.0,66.48826,29.674938,0.0,0.0,61.809578,30.023956,55.741364,36.436707,55.99374,38.17397,0.0,0.0,48.730484,49.623985,0.0,0.0,48.97551,61.748806,43.703945,61.37986,43.68602,61.934116,47.36007,80.3514,46.823013,82.326775,36.815243,94.9487,35.499928,97.690025
running (132).mp4,32.0,19.0,75.0,103.0,71.54455,31.085281,0.0,0.0,70.718155,29.657276,0.0,0.0,66.50682,29.5709,61.725967,37.461178,60.0653,36.96682,0.0,0.0,52.441544,46.456787,0.0,0.0,49.249626,57.744217,50.28027,61.9674,48.814217,61.670002,54.600914,80.55905,51.21436,81.48859,42.29153,94.016304,38.24099,96.15882
running (132).mp4,32.0,18.0,80.0,104.0,77.6286,29.804787,0.0,0.0,76.58623,28.211792,0.0,0.0,71.71055,27.967106,68.01244,37.00065,64.701256,35.88642,63.79136,47.09413,55.058956,45.03837,66.21434,54.89799,55.240177,55.780666,54.899723,60.4178,52.64802,59.764153,58.494045,80.02421,55.84788,80.3761,44.55857,96.99336,39.36709,97.72984
running (132).mp4,34.0,17.0,86.0,103.0,83.76438,27.391815,0.0,0.0,82.654594,25.927227,0.0,0.0,78.135765,26.253036,70.307106,33.927773,72.64477,33.370087,66.09905,45.482586,63.703175,43.059536,0.0,0.0,66.020584,51.41826,56.23657,57.963207,60.176907,57.63058,52.35936,78.32004,70.990234,76.52359,40.256706,95.12758,63.044632,95.6821
running (132).mp4,37.0,16.0,91.0,104.0,89.03336,26.144814,0.0,0.0,87.792206,24.698776,0.0,0.0,83.02636,24.901043,76.59671,32.997795,76.80261,32.349808,69.88931,43.75707,66.54367,41.478004,0.0,0.0,70.879364,50.193123,62.9954,58.039734,66.394905,57.783104,55.972687,77.45204,77.540276,76.405624,42.11969,92.35274,74.136215,97.45981
running (132).mp4,40.0,16.0,97.0,103.0,94.78097,26.639965,0.0,0.0,93.666046,25.0896,0.0,0.0,88.94928,25.273148,83.21027,33.94294,81.492325,32.890118,76.01873,43.88685,71.41569,41.52687,83.4102,50.252213,76.00539,50.512203,69.340324,57.573593,71.77722,57.301327,62.54805,76.35919,82.8805,75.33861,46.766876,88.85578,83.10168,96.726074
running (132).mp4,45.0,16.0,102.0,103.0,99.60459,26.730011,0.0,0.0,98.35506,25.08519,0.0,0.0,93.83455,24.954983,86.99499,32.787537,87.68284,33.363113,0.0,0.0,80.57763,43.277107,0.0,0.0,86.10416,50.36377,73.799164,57.7083,77.57046,57.88041,68.366875,77.00512,87.410126,76.15015,51.18189,87.55454,89.34154,97.68143
running (132).mp4,51.0,17.0,107.0,104.0,104.99661,27.610954,0.0,0.0,103.72835,26.030312,0.0,0.0,98.99197,26.236443,93.37659,34.364082,92.2981,35.097294,0.0,0.0,84.46049,45.63489,0.0,0.0,90.32078,54.05105,80.40746,58.93062,82.897125,59.24798,76.3896,77.581,93.11305,76.85826,57.612663,86.56934,93.31402,98.250885
running (132).mp4,59.0,18.0,112.0,104.0,110.07504,28.318596,0.0,0.0,108.84268,26.687565,0.0,0.0,104.17592,26.941536,98.57744,36.50019,98.592766,36.28994,0.0,0.0,90.75852,47.8131,0.0,0.0,93.16714,60.77626,85.986244,61.59835,88.74266,61.735714,84.21832,79.771255,99.02838,79.52122,65.02501,87.6909,93.91079,100.173935
running (132).mp4,68.0,20.0,116.0,104.0,114.08467,29.92453,0.0,0.0,113.29899,28.307365,0.0,0.0,109.187836,28.043968,102.91749,37.20672,103.36937,37.14614,0.0,0.0,98.16248,47.77381,0.0,0.0,101.445206,58.205513,92.006,62.011505,94.02966,62.272896,93.821686,80.036674,102.07287,80.94992,73.94488,87.28804,94.51966,100.532196
running (132).mp4,78.0,19.0,122.0,104.0,0.0,0.0,0.0,0.0,118.796295,28.552956,0.0,0.0,114.52788,28.99334,104.88022,36.156082,109.39815,37.944756,0.0,0.0,104.3653,49.952293,0.0,0.0,110.9059,57.046074,97.680695,62.511078,99.54965,63.09391,103.82891,81.70286,102.81183,81.79993,93.14679,97.46806,83.196976,89.43105
running (132).mp4,88.0,18.0,127.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.42822,27.906807,109.31863,35.941425,115.20468,38.88699,100.31885,44.79653,111.43134,50.51668,0.0,0.0,118.972,54.93856,102.489204,61.646603,105.259094,63.018993,108.57776,81.33949,106.47435,82.265854,98.44971,97.15895,94.31374,96.01107
running (132).mp4,91.0,17.0,132.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.583954,26.680649,117.50932,35.05764,117.90669,35.420647,0.0,0.0,106.4447,44.002075,0.0,0.0,110.81057,51.29425,109.851425,59.7957,110.17184,60.233486,113.37912,78.22352,112.73943,79.42679,102.012985,95.02508,99.2908,96.472595
running (132).mp4,93.0,16.0,138.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.47937,25.681427,123.16431,33.65809,123.04225,34.04336,0.0,0.0,110.282936,42.49501,0.0,0.0,113.93027,48.91683,115.21135,59.792744,117.14091,59.3955,111.25384,80.6834,123.704185,75.968216,99.15245,95.26561,120.547676,93.57229
running (132).mp4,96.0,15.0,143.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.12872,23.977013,125.2976,30.869999,133.92065,32.972755,115.70767,39.231773,128.82855,43.47769,0.0,0.0,127.30746,47.018562,120.74855,57.0953,123.5103,58.14657,129.50969,74.47558,117.248215,78.70962,129.0132,91.2069,100.318375,94.59921
running (132).mp4,100.0,15.0,147.0,104.0,144.02649,25.475037,0.0,0.0,143.39745,23.856823,0.0,0.0,139.54599,23.892033,135.89581,32.461975,133.40735,30.810059,132.91301,42.608635,120.73659,40.441933,0.0,0.0,125.63714,47.87954,130.80217,57.225365,127.76587,56.736034,134.33835,74.49283,123.096924,76.77977,134.9662,90.852234,106.98533,92.53806
running (132).mp4,105.0,15.0,152.0,101.0,148.85634,26.527908,0.0,0.0,148.54553,24.90895,0.0,0.0,144.39464,24.411522,140.59924,33.834656,136.55333,31.676613,139.58794,42.905632,124.348274,40.416527,0.0,0.0,130.05154,49.67881,135.28236,58.641064,132.32344,58.240685,135.57796,75.50824,131.75052,77.24267,128.4316,90.56576,115.921585,91.85864
running (132).mp4,110.0,17.0,156.0,101.0,152.99959,27.459473,0.0,0.0,0.0,0.0,0.0,0.0,149.26978,25.05735,141.05978,33.882927,145.12552,34.23767,130.95529,44.07196,143.41493,45.184036,136.9195,50.99475,147.56921,48.797787,136.68327,58.08899,140.53229,58.78395,136.25304,76.60348,142.84627,78.147896,120.755486,89.621666,141.74065,95.54834
running (133).mp4,124.0,18.0,156.0,105.0,127.380035,29.698761,128.07138,27.666618,0.0,0.0,131.82571,27.892426,0.0,0.0,139.84818,35.269806,134.08545,37.041878,150.80138,46.707764,135.06435,47.46639,149.39221,56.464977,132.15428,51.70704,142.6911,60.86493,139.94495,60.965706,133.33138,79.43547,135.24028,80.34339,147.09409,96.80792,147.38487,95.92439
running (133).mp4,119.0,17.0,152.0,103.0,122.01866,27.876034,122.56785,26.208454,0.0,0.0,125.991714,26.09124,0.0,0.0,133.68231,33.07953,128.78256,35.099274,142.17401,43.201603,130.65848,44.74006,137.15918,49.754112,126.717865,48.65412,136.45465,58.772926,135.1601,59.15122,126.778175,77.0707,135.97842,79.797195,131.38713,97.599075,148.32677,95.83274
running (133).mp4,114.0,16.0,148.0,104.0,117.00809,26.047554,117.82335,24.612953,0.0,0.0,121.66515,24.158287,0.0,0.0,128.40001,32.0364,124.23254,32.800514,133.18799,43.560013,126.763885,43.57363,124.61636,46.267418,121.996,47.483463,131.87943,56.304672,130.96964,56.506897,122.16223,75.96981,132.73325,77.27568,122.15061,96.589836,144.4715,94.401085
running (133).mp4,104.0,15.0,145.0,103.0,112.38264,25.52267,113.0764,24.237701,0.0,0.0,116.93278,23.853626,0.0,0.0,124.2593,32.277588,117.96018,32.945328,125.9159,43.103554,119.80655,42.890892,117.19534,45.76539,115.837585,45.727592,126.03162,56.440514,123.93141,56.505547,118.050095,77.23675,127.94668,77.40825,111.57181,96.861046,140.80022,92.97651
running (133).mp4,95.0,14.0,141.0,103.0,107.4583,24.736443,108.3124,23.282013,0.0,0.0,112.50254,22.778114,0.0,0.0,119.21152,31.789124,112.511116,32.497204,120.48735,43.636444,116.20037,42.440514,112.34433,45.961857,111.45951,46.144188,119.64357,56.504875,117.55312,56.20441,112.58719,76.07672,120.661316,76.641594,104.74165,96.56751,136.81712,88.68005
running (133).mp4,90.0,15.0,136.0,104.0,103.0429,25.345284,104.13465,23.788795,0.0,0.0,108.151184,23.185104,0.0,0.0,114.0405,32.003326,107.39308,33.12719,117.14096,43.60826,110.79489,42.63048,108.52419,47.856045,105.91975,47.18617,114.08564,57.479744,111.75328,57.53285,105.92814,77.99875,115.12221,77.444305,100.50484,97.601944,130.84048,87.254234
running (133).mp4,88.0,16.0,131.0,106.0,97.69153,26.519745,99.14585,24.718262,0.0,0.0,104.24545,24.007484,0.0,0.0,110.42478,32.388157,100.916275,35.495842,117.45649,43.24877,105.984695,45.096313,113.11387,50.29989,99.95748,50.23706,108.99055,58.73857,105.37486,59.14834,99.43288,78.628174,107.83998,79.39945,95.0037,99.862404,126.16454,86.77945
running (133).mp4,84.0,16.0,123.0,105.0,92.610374,26.89104,93.964,24.999256,0.0,0.0,98.87298,24.854088,0.0,0.0,105.13352,34.05332,97.01208,36.045994,110.21513,48.926735,100.35538,47.717094,102.49013,55.046062,95.18582,53.726387,104.70497,59.99888,101.21059,60.068104,92.50888,79.573975,99.69286,79.792564,94.85592,100.92514,117.66753,87.90968
running (133).mp4,84.0,17.0,115.0,105.0,87.87022,27.737602,89.34053,25.757011,0.0,0.0,93.84389,25.74044,0.0,0.0,98.75567,35.230392,93.520676,36.52688,104.31319,48.19463,96.862495,47.823555,97.16836,55.684658,90.473724,54.865875,99.154755,61.919262,97.03315,61.414604,88.72894,82.04344,94.49377,79.631874,95.54331,100.95351,110.91584,88.73386
